row_id,order_id,year,Order Date,Ship Date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,Sales,Quantity,Discount,Profit,Profit Margin,Delivery Days
6361,CA-2012-115693,2012,2012-12-10,2012-12-15,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,90032.00,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2.00,0.00,15.76,28.00,5.00
6362,US-2011-107993,2011,2011-11-25,2011-11-30,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Springfield,Oregon,97477.00,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,51.02,7.00,0.20,8.29,16.25,5.00
6363,CA-2014-110443,2014,2014-11-22,2014-11-26,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059.00,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,150.80,5.00,0.20,56.55,37.50,4.00
6364,CA-2014-110443,2014,2014-11-22,2014-11-26,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059.00,West,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.99,1.00,0.20,104.00,10.00,4.00
6365,CA-2014-110443,2014,2014-11-22,2014-11-26,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059.00,West,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8.00,0.00,24.88,48.00,4.00
6366,CA-2014-144848,2014,2014-04-05,2014-04-06,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009.00,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1.00,0.00,11.13,27.00,1.00
6367,CA-2014-144848,2014,2014-04-05,2014-04-06,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009.00,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1.00,0.00,7.21,3.00,1.00
6368,CA-2014-144848,2014,2014-04-05,2014-04-06,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009.00,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2.00,0.00,33.33,28.00,1.00
6369,US-2014-147998,2014,2014-05-20,2014-05-25,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,95123.00,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5.00,0.20,49.92,37.50,5.00
6370,CA-2013-103919,2013,2013-10-04,2013-10-08,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051.00,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5.00,0.60,-29.51,-77.50,4.00
6371,CA-2013-113425,2013,2013-11-22,2013-11-22,Same Day,JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009.00,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.57,2.00,0.20,12.78,11.25,0.00
6372,CA-2014-143035,2014,2014-10-04,2014-10-06,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009.00,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4.00,0.00,21.82,26.00,2.00
6373,CA-2014-143035,2014,2014-10-04,2014-10-06,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009.00,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3.00,0.00,3.12,47.00,2.00
6374,CA-2014-143035,2014,2014-10-04,2014-10-06,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009.00,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3.00,0.00,66.95,18.00,2.00
6375,CA-2011-107811,2011,2011-04-29,2011-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109.00,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.58,2.00,0.20,70.20,12.50,4.00
6376,CA-2011-107811,2011,2011-04-29,2011-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109.00,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5.00,0.20,-1.25,-1.25,4.00
6377,CA-2013-163216,2013,2013-10-08,2013-10-11,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.93,2.00,0.20,1.72,35.00,3.00
6378,US-2013-116442,2013,2013-12-16,2013-12-23,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004.00,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2.00,0.00,4.28,29.00,7.00
6379,CA-2014-150623,2014,2014-04-11,2014-04-15,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708.00,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1.00,0.00,42.00,42.00,4.00
6380,CA-2014-150623,2014,2014-04-11,2014-04-15,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708.00,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5.00,0.00,71.54,25.00,4.00
6381,US-2011-163797,2011,2011-04-08,2011-04-13,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224.00,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.79,8.00,0.20,-11.83,-23.75,5.00
6382,CA-2013-127236,2013,2013-03-30,2013-04-03,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503.00,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.98,5.00,0.50,-167.99,-56.00,4.00
6383,CA-2013-127236,2013,2013-03-30,2013-04-03,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503.00,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.38,4.00,0.40,-36.95,-23.33,4.00
6384,US-2014-104661,2014,2014-01-16,2014-01-19,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.00,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.78,4.00,0.80,-52.45,-160.00,3.00
6385,US-2014-104661,2014,2014-01-16,2014-01-19,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.00,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.98,2.00,0.20,14.40,30.00,3.00
6386,US-2014-104661,2014,2014-01-16,2014-01-19,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.00,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.59,8.00,0.20,13.30,21.25,3.00
6387,US-2014-104661,2014,2014-01-16,2014-01-19,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.00,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.28,1.00,0.80,-6.63,-155.00,3.00
6388,CA-2011-134103,2011,2011-01-31,2011-02-05,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.00,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2.00,0.00,4.75,45.00,5.00
6389,CA-2011-134103,2011,2011-01-31,2011-02-05,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.00,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2.00,0.00,6.90,3.00,5.00
6390,CA-2012-147529,2012,2012-02-07,2012-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153.00,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5.00,0.00,146.24,47.00,4.00
6391,CA-2012-147529,2012,2012-02-07,2012-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153.00,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2.00,0.00,6.35,49.00,4.00
6392,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2.00,0.00,6.73,46.00,5.00
6393,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2.00,0.00,2.82,49.00,5.00
6394,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6.00,0.00,10.53,49.00,5.00
6395,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4.00,0.00,198.46,50.00,5.00
6396,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1.00,0.00,4.63,27.00,5.00
6397,CA-2013-129126,2013,2013-12-15,2013-12-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.00,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2.00,0.20,7.80,33.75,5.00
6398,CA-2014-131632,2014,2014-11-01,2014-11-05,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217.00,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.25,2.00,0.20,0.59,11.25,4.00
6399,CA-2014-151981,2014,2014-08-07,2014-08-13,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.00,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5.00,0.00,247.49,30.00,6.00
6400,CA-2014-151981,2014,2014-08-07,2014-08-13,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.00,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8.00,0.00,11.83,48.00,6.00
6401,CA-2014-151981,2014,2014-08-07,2014-08-13,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.00,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6.00,0.00,68.36,30.00,6.00
6402,CA-2014-125472,2014,2014-05-31,2014-06-01,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.00,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2.00,0.00,33.87,14.00,1.00
6403,CA-2014-125472,2014,2014-05-31,2014-06-01,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.00,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1.00,0.00,1.87,48.00,1.00
6404,CA-2014-125472,2014,2014-05-31,2014-06-01,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.00,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3.00,0.00,3.04,38.00,1.00
6405,CA-2012-156328,2012,2012-11-30,2012-12-05,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604.00,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3.00,0.20,19.97,11.25,5.00
6406,CA-2014-154074,2014,2014-09-01,2014-09-03,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207.00,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.57,2.00,0.20,7.12,1.25,2.00
6407,CA-2014-154074,2014,2014-09-01,2014-09-03,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207.00,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7.00,0.00,43.42,29.00,2.00
6408,CA-2014-161774,2014,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.00,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5.00,0.30,-12.85,-1.43,1.00
6409,CA-2014-161774,2014,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.00,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.20,5.00,0.20,5.78,12.50,1.00
6410,CA-2014-161774,2014,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.00,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.95,3.00,0.20,16.18,33.75,1.00
6411,CA-2014-161774,2014,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.00,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.99,1.00,0.20,0.70,8.75,1.00
6412,CA-2014-161774,2014,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.00,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.86,2.00,0.20,26.90,35.00,1.00
6413,CA-2014-151211,2014,2014-08-18,2014-08-24,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214.00,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3.00,0.00,48.38,47.00,6.00
6414,CA-2014-151211,2014,2014-08-18,2014-08-24,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214.00,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6.00,0.00,9.82,10.00,6.00
6415,CA-2014-142671,2014,2014-11-11,2014-11-15,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021.00,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5.00,0.70,-7.68,-66.67,4.00
6416,CA-2014-144750,2014,2014-08-22,2014-08-22,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224.00,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1.00,0.20,29.36,35.00,0.00
6417,CA-2013-111976,2013,2013-03-09,2013-03-13,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.58,4.00,0.40,-25.33,-23.33,4.00
6418,CA-2013-111976,2013,2013-03-09,2013-03-13,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.98,2.00,0.20,-1.35,-22.50,4.00
6419,CA-2013-140130,2013,2013-11-01,2013-11-06,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.00,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2.00,0.00,6.15,28.00,5.00
6420,CA-2013-140130,2013,2013-11-01,2013-11-06,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.00,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3.00,0.00,81.17,22.00,5.00
6421,CA-2013-140130,2013,2013-11-01,2013-11-06,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.00,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3.00,0.00,3.47,28.00,5.00
6422,CA-2013-140130,2013,2013-11-01,2013-11-06,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.00,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3.00,0.00,9.99,3.00,5.00
6423,CA-2011-159121,2011,2011-07-26,2011-08-01,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020.00,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7.00,0.00,34.70,31.00,6.00
6424,CA-2012-149650,2012,2012-10-24,2012-10-27,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601.00,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.27,8.00,0.20,-73.82,-16.25,3.00
6425,CA-2014-115777,2014,2014-08-20,2014-08-25,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841.00,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3.00,0.00,9.33,48.00,5.00
6426,CA-2013-143714,2013,2013-05-24,2013-05-28,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.98,4.00,0.40,1120.00,13.33,4.00
6427,CA-2013-143714,2013,2013-05-24,2013-05-28,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.29,1.00,0.70,-4.20,-66.67,4.00
6428,CA-2013-143714,2013,2013-05-24,2013-05-28,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.37,2.00,0.20,3.63,35.00,4.00
6429,CA-2013-143714,2013,2013-05-24,2013-05-28,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.00,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.38,3.00,0.40,-24.48,-20.00,4.00
6430,CA-2011-165764,2011,2011-11-03,2011-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.00,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.98,2.00,0.20,-1.62,-6.25,4.00
6431,CA-2011-165764,2011,2011-11-03,2011-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.00,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.04,6.00,0.40,-299.26,-31.67,4.00
6432,CA-2011-165764,2011,2011-11-03,2011-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.00,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.30,7.00,0.70,-10.49,-73.33,4.00
6433,CA-2011-165764,2011,2011-11-03,2011-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.00,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.35,3.00,0.20,-51.29,-12.50,4.00
6434,CA-2012-121405,2012,2012-03-30,2012-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610.00,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5.00,0.20,8.53,36.25,5.00
6435,CA-2012-121405,2012,2012-03-30,2012-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610.00,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5.00,0.20,13.57,7.50,5.00
6436,US-2014-116897,2014,2014-05-28,2014-05-30,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.00,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.00,4.00,0.00,14.70,42.00,2.00
6437,US-2014-116897,2014,2014-05-28,2014-05-30,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.00,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5.00,0.00,28.63,6.00,2.00
6438,US-2014-116897,2014,2014-05-28,2014-05-30,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.00,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.38,3.00,0.20,22.68,7.50,2.00
6439,US-2014-113992,2014,2014-12-15,2014-12-20,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,75023.00,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.99,4.00,0.30,-97.50,-10.00,5.00
6440,CA-2011-166891,2011,2011-10-04,2011-10-06,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024.00,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5.00,0.10,-6.55,-1.11,2.00
6441,CA-2013-101161,2013,2013-10-14,2013-10-21,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.00,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.70,5.00,0.00,12.49,36.00,7.00
6442,CA-2013-101161,2013,2013-10-14,2013-10-21,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.00,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3.00,0.00,23.97,24.00,7.00
6443,CA-2013-101161,2013,2013-10-14,2013-10-21,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.00,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2.00,0.00,18.21,48.00,7.00
6444,CA-2013-101161,2013,2013-10-14,2013-10-21,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.00,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.90,5.00,0.00,11.45,46.00,7.00
6445,CA-2013-101161,2013,2013-10-14,2013-10-21,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.00,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3.00,0.00,33.73,41.00,7.00
6446,CA-2012-151785,2012,2012-03-05,2012-03-10,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Chicago,Illinois,60623.00,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.10,6.00,0.20,2.49,35.00,5.00
6447,US-2014-119816,2014,2014-03-05,2014-03-07,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.00,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.50,5.00,0.60,-77.63,-75.00,2.00
6448,US-2014-119816,2014,2014-03-05,2014-03-07,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.00,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.46,1.00,0.20,0.86,35.00,2.00
6449,US-2014-119816,2014,2014-03-05,2014-03-07,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.00,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1.00,0.20,0.65,7.50,2.00
6450,CA-2012-156510,2012,2012-09-25,2012-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.00,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2.00,0.00,5.16,48.00,4.00
6451,CA-2012-156510,2012,2012-09-25,2012-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.00,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2.00,0.00,21.01,46.00,4.00
6452,CA-2012-156510,2012,2012-09-25,2012-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.00,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.70,1.00,0.00,2.21,33.00,4.00
6453,US-2012-110261,2012,2012-12-19,2012-12-23,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025.00,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.38,3.00,0.20,13.86,8.75,4.00
6454,CA-2012-125710,2012,2012-10-08,2012-10-13,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77036.00,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2.00,0.20,0.56,16.25,5.00
6455,CA-2014-161102,2014,2014-08-01,2014-08-04,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110.00,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2.00,0.00,15.27,27.00,3.00
6456,CA-2014-161102,2014,2014-08-01,2014-08-04,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110.00,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7.00,0.00,11.46,31.00,3.00
6457,CA-2011-110065,2011,2011-08-05,2011-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009.00,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -ÃÂ headsetÃÂ - Convertible, Monaural",135.99,1.00,0.00,36.72,27.00,6.00
6458,CA-2011-110065,2011,2011-08-05,2011-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009.00,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7.00,0.00,7.02,44.00,6.00
6459,US-2014-133361,2014,2014-05-15,2014-05-18,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.00,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2.00,0.00,1.09,29.00,3.00
